Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Book Name_clean,Language,Genres,Ranks,Best rank
first man in rome,colleen mccullough,4.5,282.0,1025.0,the first book in the epic masters of rome series.,2637,",#3,018 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#7 in alternate history science fiction,#10 in political thrillers,#114 in historical fiction (audible audiobooks & originals)",first man in rome,english,"audible audiobooks & originals,alternate history science fiction,political thrillers,historical fiction","[18, 7, 10, 114]",7.0
first raj of the sikhs: the life and times of banda singh bahadur,harish dhillon,4.2,17.0,668.0,first raj of the sikhs the life and times of banda singh bahadurbyharish dhillon-genre:rownone,0,#949 not available,first raj of the sikhs the life and times of banda singh bahadur,english,not available,949.0,949.0
"first you write a sentence.: the elements of reading, writing...and life.",joe moran,4.5,108.0,615.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,"first you write a sentence. the elements of reading, writing...and life.",english,not available,949.0,949.0
first-time mom: getting off on the right foot from birth to first grade,kevin leman,4.5,30.0,633.0,"what does it take to rear a firstborn child? renowned psychologist kevin leman educates moms and dads on the essentials of parenting and expounds on the traits that characterize firstborn children so new parents know what to expect. he explains how birth order can influence each stage of development - from infancy on into young adulthood. this audiobook will help first-time parents - especially mothers - adjust to their new situation and role while raising a happy, healthy child.",400,",#3,271 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in christian family,#5 in women's christian living,#6 in motherhood",first-time mom getting off on the right foot from birth to first grade,english,"audible audiobooks & originals,christian family,women's christian living,motherhood","[271, 5, 5, 6]",5.0
fish in a tree,lynda hunt,4.8,2025.0,904.0,fish in a treebylynda hunt-genre:rownone,0,#949 not available,fish in a tree,english,not available,949.0,949.0
fish! for life,stephen c. lundin,4.3,46.0,500.0,fish! for lifebystephen c. lundin-genre:rownone,0,#949 not available,fish! for life,english,not available,949.0,949.0
five little pigs,agatha christie,4.6,564.0,9390.0,five little pigsbyagatha christie-genre:rownone,0,#949 not available,five little pigs,english,not available,949.0,949.0
five minds for the future,howard gardner,4.2,98.0,703.0,"we live in a time of vast changes that include accelerating globalization, mounting quantities of information, the growing hegemony of science and technology, and the clash of civilizations. those changes call for new ways of learning and thinking in school, business, and the professions. listen as psychologist howard gardner defines the cognitive abilities that will command a premium in the years ahead:",0,#949 not available,five minds for the future,english,not available,949.0,949.0
fix this next: make the vital change that will level up your business,mike michalowicz,4.7,125.0,879.0,fix this next make the vital change that will level up your businessbymike michalowicz-genre:rownone,0,#949 not available,fix this next make the vital change that will level up your business,english,not available,949.0,949.0
flash boys,michael lewis,4.5,3432.0,752.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,flash boys,english,not available,949.0,949.0
"flawless consulting: a guide to getting your expertise used, third edition",peter block,4.5,266.0,820.0,"when the landmark best-seller flawless consulting was first published more than three decades ago, it was quickly adopted as the consultants bible. with his legendary warmth and passion, peter block explained how to deal effectively with clients, peers, and others. the book continues to speak to people in a support function inside organizations as well as to external consultants.",561,",#3,071 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in business consulting,#90 in business careers,#4,934 in analysis & strategy","flawless consulting a guide to getting your expertise used, third edition",english,"audible audiobooks & originals,business consulting,business careers,analysis & strategy","[71, 5, 90, 934]",5.0
flights,olga tokarczuk,4.3,435.0,721.0,winner of the man booker international prize 2018,749,",#1,571 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#98 in literary fiction,#2,897 in contemporary fiction (books)",flights,english,"audible audiobooks & originals,literary fiction,contemporary fiction","[571, 98, 897]",98.0
flip it: how to get the best out of everything,michael heppell,4.2,90.0,417.0,"oops! its rush hour and traffic is piling up on that page. please try again in a short while.if you were trying to place an order, it will not have been processed at this time. go to the amazon.in home page to continue shopping",0,#949 not available,flip it how to get the best out of everything,english,not available,949.0,949.0
flipped,wendelin van draanen,4.6,705.0,1005.0,flippedbywendelin van draanen-genre:rownone,0,#949 not available,flipped,english,not available,949.0,949.0
flirting with stocks: stock market investing for beginners,anil lamba,4.3,181.0,501.0,"is it more important to buy a good share, or buy it at the right time? to rephrase, should you buy a good share at any time, or buy any share at a good time?",250,",#204 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#5 in stocks,#375 in analysis & strategy,#2,391 in textbooks & study guides",flirting with stocks stock market investing for beginners,english,"audible audiobooks & originals,stocks,analysis & strategy,textbooks & study guides","[204, 5, 375, 391]",5.0
flora and ulysses: the illuminated adventures,kate dicamillo,4.6,723.0,904.0,"sorry, we just need to make sure youre not a robot. for best results, please make sure your browser is accepting cookies.",0,#949 not available,flora and ulysses the illuminated adventures,english,not available,949.0,949.0
fluent forever: how to learn any language fast and never forget it,gabriel wyner,4.5,812.0,1172.0,"memory is the greatest challenge to learning a foreign language; there are just too many words and too many rules. for every new word we learn, we seem to forget two old ones, making fluency seem out of reach.",472,",#1,569 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#3 in linguistics (audible audiobooks & originals),#15 in language learning,#186 in linguistics (books)",fluent forever how to learn any language fast and never forget it,english,"audible audiobooks & originals,linguistics,language learning,linguistics","[569, 3, 15, 186]",3.0
focus: achieving your highest priorities,stephen r. covey,4.2,15.0,703.0,"das motto dieses audio-workshops: effektivität kommt vor effizienz. die teilnehmer lernen, wie sie in einer gegebenen zeit das wirklich wichtige tun, statt sich immer mehr aufgaben aufzuladen, von denen dann aus zeitmangel ein großteil unerledigt bleibt. das ergebnis: verbesserte produktivität durch richtige planung.",190,",#1,528 in audible audiobooks & originals (see top 100 in audible audiobooks & originals),#153 in personal success in business,#3,398 in business & economics",focus achieving your highest priorities,english,"audible audiobooks & originals,personal success  business,business & economics","[528, 153, 398]",153.0
